Expediente,EstadoSolapa,Resolución
CFP 5218/2016,En trámite,29/12/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,28/12/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,28/12/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,26/12/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,21/12/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,19/12/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,14/12/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,13/12/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,11/12/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,01/12/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,30/11/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,30/11/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,30/11/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,27/11/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,22/11/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,26/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,23/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,17/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,17/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,17/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,17/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,17/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,17/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,17/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,17/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,26/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,19/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,18/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,18/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,14/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,06/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,06/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,06/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,06/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,06/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,06/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,10/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,31/10/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,31/10/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5218/2016,En trámite,01/09/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,26/08/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,19/08/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,05/08/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,13/03/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,10/12/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,10/12/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,28/11/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,03/10/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,25/06/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,24/04/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,12/09/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,31/08/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,15/06/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,21/03/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,02/03/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,15/02/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 14217/2003,En trámite,13/02/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 14217/2003,En trámite,10/09/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,03/09/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,18/08/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,30/07/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,24/07/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,16/07/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,08/07/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,25/06/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,12/06/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,28/05/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,19/03/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,06/03/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,18/02/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,05/02/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,21/01/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,21/01/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,19/12/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,17/12/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,09/09/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,27/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,12/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,04/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,09/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,09/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,30/11/2017: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,14/06/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,19/05/2017: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,14/12/2016: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,30/11/2016: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,03/11/2016: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,02/11/2016: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,08/09/2016: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,08/09/2016: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,13/07/2016: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,13/07/2016: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,04/07/2016: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,04/07/2016: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,30/06/2016: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,10/06/2016: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,18/05/2016: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,22/04/2016: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,22/04/2016: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,21/04/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,23/02/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,27/10/2015: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,05/10/2015: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,28/09/2015: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,06/08/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,15/07/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,13/07/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,08/07/2015: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,07/07/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,30/06/2015: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,19/06/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,13/03/2015: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,23/02/2015: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,11/11/2014: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,29/10/2014: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,18/09/2014: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,04/08/2014: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,10/07/2014: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,03/07/2014: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,12/06/2014: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,03/06/2014: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,10/04/2014: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,01/04/2014: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,17/02/2014: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,17/12/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,12/12/2013: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,09/12/2013: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,28/11/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,19/11/2013: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5
CFP 14217/2003,En trámite,07/11/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,05/11/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 14217/2003,En trámite,17/10/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5554/2016,En trámite,09/09/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5554/2016,En trámite,14/08/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5554/2016,En trámite,14/08/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5554/2016,En trámite,15/07/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5554/2016,En trámite,19/06/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5554/2016,En trámite,20/10/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5554/2016,En trámite,25/08/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 5554/2016,En trámite,12/11/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 1213/2022,En trámite,14/03/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3993/2007,En trámite,26/11/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6
CFP 3993/2007,En trámite,15/10/2021: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6
CFP 3993/2007,En trámite,20/08/2021: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6
CFP 3993/2007,En trámite,29/06/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,23/03/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,08/05/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,13/04/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,27/02/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,18/02/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,10/02/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,30/01/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,17/12/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,15/11/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,04/02/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6
CFP 3993/2007,En trámite,14/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,06/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,03/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,26/10/2018: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6
CFP 3993/2007,En trámite,05/07/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,09/05/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,26/04/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,22/01/2018: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6
CFP 3993/2007,En trámite,27/12/2017: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6
CFP 3993/2007,En trámite,14/11/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,07/11/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,12/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,12/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,12/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,15/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,16/03/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,27/12/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,13/09/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,08/09/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,09/08/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,05/08/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,03/08/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,03/08/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,22/12/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,27/10/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,15/09/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,03/09/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,03/09/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,11/08/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,14/04/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,12/03/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,16/07/2014: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,18/12/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,05/12/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,05/12/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,05/12/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,19/11/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,19/11/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,19/11/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,19/11/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,19/11/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,19/11/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,29/10/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,17/10/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,14/08/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,26/12/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,09/12/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,28/11/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,01/08/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,17/10/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,31/05/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,11/05/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,01/03/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,11/01/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,12/12/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,12/12/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,12/12/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,02/12/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,15/11/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,25/10/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,28/07/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,09/02/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,18/01/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,28/12/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,21/12/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,13/08/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,11/08/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,03/08/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,08/07/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,28/05/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,23/04/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,06/04/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,09/03/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,08/03/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,01/03/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,19/02/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,01/02/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,23/12/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,17/12/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,17/12/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,26/11/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,03/09/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,18/08/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,30/07/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,27/07/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,21/07/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,13/07/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 17459/2018,En trámite,22/06/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
